@relation 'dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,21'

@attribute Instance_number numeric
@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
666,-0.007298,0.018839,-0.007202,-0.018788,0.035299,-0.009322,-0.01082,0.009345,0.014395,-0.041,0.008763,-0.009531,-0.030528,-0.001329,0.016976,-0.001428,-0.009208,0.022712,0.012463,cluster1,0
667,-0.029241,-0.015615,-0.012933,-0.023553,0.030325,-0.02698,-0.005408,-0.024226,-0.026129,-0.025503,0.031019,-0.01408,0.057651,-0.027848,-0.028292,0.017713,0.005923,0.004497,0.027299,cluster1,0
668,-0.017216,0.035542,-0.020899,-0.004669,0.003796,-0.029168,0.017244,-0.048065,-0.023497,0.014088,0.021024,-0.022428,0.006726,-0.022802,0.050662,0.016771,-0.016637,-0.004231,-0.0033,cluster0,1
669,0.016118,-0.106804,-0.054102,-0.012398,-0.031363,0.034312,0.046162,0.010153,0.088234,0.019122,-0.007329,-0.049401,-0.032001,-0.040696,-0.008083,-0.050082,-0.046452,-0.012515,-0.043576,cluster0,1
670,0.005469,-0.007731,0.001574,0.00495,0.010157,-0.017878,-0.037204,-0.018021,-0.024247,0.032414,-0.004792,-0.033399,0.005987,0.015922,0.027957,-0.057912,0.02965,-0.030172,-0.036774,cluster0,1
671,-0.005078,0.035031,-0.026014,-0.018582,0.011119,-0.011092,0.020044,-0.065048,-0.013095,0.017686,0.02646,-0.018149,-0.03927,-0.013115,0.006784,-0.013058,-0.004042,-0.003107,0.014321,cluster0,1
672,0.003661,-0.006197,0.007297,-0.025648,-0.006668,-0.008535,-0.009598,0.007139,-0.008479,-0.016793,-0.019111,0.008006,-0.025455,-0.000499,-0.009625,-0.006354,-0.030389,0.007268,0.005533,cluster1,0
673,-0.007937,0.011441,0.075749,-0.135575,0.160614,-0.149782,-0.14978,0.018283,0.163691,0.25149,0.042377,-0.047279,0.129756,0.092027,0.053289,-0.107818,0.051714,0.119564,-0.112722,cluster1,0
674,0.004632,-0.018978,-0.002665,-0.020784,-0.010717,-0.006858,-0.015444,0.007234,-0.035591,-0.012236,-0.020847,-0.002479,-0.018848,-0.009281,0.008772,-0.020986,-0.045151,0.015666,-0.008225,cluster0,1
675,-0.014548,0.017717,-0.009215,-0.022025,0.027622,-0.016939,0.015778,0.007422,-0.001049,-0.022703,-0.008215,-0.021151,-0.003472,0.000066,0.022641,0.016913,0.01059,-0.015771,-0.014697,cluster0,1
676,0.004604,-0.002094,0.01439,-0.027781,0.00294,-0.005137,-0.013976,0.005298,0.02099,-0.015796,-0.011344,0.02331,-0.040118,0.008673,-0.03297,-0.009524,-0.021252,0.008017,0.013475,cluster1,0
677,-0.025888,-0.0382,0.037452,0.031628,0.002673,0.065987,-0.018787,0.040996,0.040491,0.007441,-0.013028,0.029313,0.013872,-0.007416,0.002119,0.062316,-0.013372,0.033226,-0.022671,cluster1,0
678,-0.0692,-0.008621,-0.052903,0.010818,-0.071713,0.004045,-0.045802,0.030004,0.014315,-0.006822,-0.00274,-0.019426,-0.03909,0.011549,0.007789,-0.072983,0.012168,-0.011343,0.012686,cluster0,1
679,-0.005216,0.022918,0.00279,-0.006204,0.020868,-0.006717,-0.039425,0.002532,-0.019172,-0.027246,0.009126,-0.009615,-0.036161,-0.003026,0.002289,-0.015321,-0.006543,0.006822,0.003785,cluster0,1
680,0.002842,0.004971,0.000043,-0.004797,-0.027673,0.014558,0.01578,-0.058598,-0.006991,0.040267,0.007185,0.010133,-0.026132,-0.007752,-0.015216,0.000933,-0.020655,0.009068,0.015275,cluster0,1
681,0.014676,-0.00078,0.035128,-0.022827,-0.032934,0.008167,-0.001813,-0.017586,0.046058,0.01748,0.003401,0.00092,-0.024069,0.018313,-0.034906,0.013716,0.015216,0.001977,0.022947,cluster1,0
682,0.153353,-0.169666,0.047979,-0.062947,-0.000148,-0.012769,-0.008671,-0.022963,-0.049113,-0.068728,0.091831,0.168849,-0.037368,0.070609,0.153469,0.074153,0.066546,-0.07737,0.071851,cluster0,1
683,0.022106,-0.003948,-0.010813,-0.04787,-0.021369,-0.036609,0.003227,0.012513,0.004162,-0.018179,-0.01051,0.006633,-0.010812,-0.018379,-0.000721,0.015865,-0.025769,0.008018,-0.010235,cluster0,1
684,0.00247,-0.009854,0.0258,0.010712,-0.023007,0.036,-0.005125,0.024149,-0.004014,0.031993,-0.010134,0.004761,0.013025,-0.018538,0.010225,0.02693,-0.01566,0.008661,0.026184,cluster0,1
685,0.005628,0.004741,0.01405,0.004252,-0.00338,-0.00572,-0.003928,0.012292,0.025355,-0.012973,-0.027549,0.027853,-0.010635,-0.000936,-0.013993,-0.018253,-0.007242,-0.013501,0.015666,cluster1,0
686,0.041433,0.026871,-0.015691,-0.015123,-0.024851,0.009563,0.050863,0.019756,0.000603,-0.003649,-0.029349,0.031408,0.001237,0.028266,-0.065497,-0.043021,0.044665,0.035634,-0.022314,cluster0,1
687,0.019825,0.003717,0.027153,0.033576,-0.005858,0.013165,0.003018,0.008214,-0.002311,0.041409,0.000829,0.038632,0.051707,-0.007834,0.024823,0.009764,-0.007836,0.025387,-0.007465,cluster0,1
688,0.012205,0.008982,0.016292,0.00377,-0.025387,0.004759,0.009867,-0.006175,-0.001652,0.016282,-0.004551,0.013627,0.006035,-0.005149,0.000104,0.005939,-0.014396,0.007341,0.019076,cluster1,0
689,-0.027392,0.000497,0.003493,0.012618,0.000209,-0.007553,-0.031529,0.03503,0.017695,-0.011944,0.015426,-0.01369,-0.00502,-0.012929,0.01305,0.004338,-0.016288,-0.030269,-0.011353,cluster0,1
690,0.037419,0.039433,0.010662,-0.025718,-0.020588,-0.03337,0.024488,0.045745,-0.030165,-0.016587,0.002427,0.040688,0.029804,0.025519,-0.029228,0.005329,-0.014309,0.037568,-0.008034,cluster0,1
691,0.036231,-0.005173,0.007604,-0.005357,0.014413,-0.018075,0.006314,-0.047945,0.049098,0.05201,-0.025674,0.013586,0.007275,-0.004081,0.000858,-0.04849,0.030439,-0.010983,-0.015249,cluster1,0
692,-0.013795,-0.011588,-0.008357,0.029343,0.00122,0.008218,-0.034378,-0.001458,-0.008233,0.004907,0.011193,-0.032635,0.003859,-0.01904,0.036667,-0.025173,-0.014429,0.011098,-0.040398,cluster0,1
693,0.003227,0.007275,0.026024,-0.018348,-0.004399,-0.024727,-0.064226,-0.00826,0.018963,0.025648,0.035201,-0.023638,-0.018575,0.00899,0.015373,-0.02539,0.018119,-0.009397,0.010436,cluster1,0
694,-0.054241,-0.149179,0.090433,0.209876,0.030704,-0.259992,0.100251,0.102044,-0.070423,0.098355,0.004154,-0.02361,-0.177937,-0.039732,-0.073649,0.080892,0.10643,0.117906,0.028203,cluster1,0
695,0.001425,0.002672,-0.003558,-0.006606,-0.00029,-0.033412,0.011003,0.006887,-0.019376,-0.008238,-0.023229,0.030009,0.008226,-0.006222,-0.004328,-0.009392,-0.035014,-0.025221,-0.030469,cluster1,0
696,-0.002964,0.032601,-0.004026,0.021821,0.04109,0.006541,0.013139,0.00665,0.011463,-0.01779,-0.029233,-0.000874,0.007085,-0.011773,0.032937,-0.010314,0.040052,-0.017676,0.014653,cluster0,1
697,-0.008792,-0.007319,-0.033199,-0.053696,-0.039462,0.009709,0.036831,0.001842,0.030853,0.025298,-0.029574,0.014053,-0.01542,0.045194,-0.013817,-0.041547,0.0503,0.047648,0.015647,cluster0,1
698,0.01698,0.031028,0.012617,-0.002922,0.01902,-0.01207,-0.028884,0.01538,-0.052484,-0.016773,0.019308,-0.006237,0.000085,0.01245,0.005725,-0.004254,-0.003626,0.022489,-0.016994,cluster1,0
699,-0.005927,-0.034138,0.033743,-0.013673,-0.030352,-0.010732,-0.077805,-0.00669,-0.004605,0.03829,-0.02753,-0.039561,0.008209,0.012427,0.032957,-0.04992,-0.006442,0.032824,-0.023966,cluster0,1
700,0.01665,0.043569,0.001272,0.019189,0.018021,-0.011671,-0.004446,-0.007925,0.005164,-0.037263,0.005787,0.001383,-0.00596,0.007797,0.020359,-0.031411,0.019823,0.021929,0.019432,cluster0,1
701,-0.035134,-0.01151,-0.013356,-0.011317,0.012908,-0.037513,0.039759,-0.02792,-0.023111,-0.049108,0.003703,-0.020458,0.092048,-0.012801,-0.017957,0.040405,0.043013,-0.029864,-0.006918,cluster1,0
702,0.051811,-0.043336,0.003351,-0.018719,-0.018938,0.000002,0.041404,0.052827,-0.079112,0.006833,0.024837,0.010317,0.10553,-0.00816,-0.076986,-0.028959,-0.005149,0.01544,0.030084,cluster0,1
703,-0.023348,-0.077343,-0.007797,-0.002871,0.016457,0.033992,-0.005277,-0.005297,-0.001472,-0.001782,-0.003108,0.01612,0.046175,-0.038633,-0.052925,-0.008996,-0.010723,0.022056,0.029445,cluster0,1
704,-0.006881,-0.021914,-0.037432,-0.002222,-0.016923,0.002002,0.038209,-0.051046,0.023179,0.022234,-0.020066,0.000848,-0.018715,-0.018948,0.02112,-0.05212,-0.022689,0.006578,-0.000542,cluster0,1
705,0.003249,-0.005146,0.005682,-0.005244,-0.010324,0.018244,0.033252,-0.012844,-0.014011,0.032517,-0.030768,-0.004639,0.020766,-0.010876,0.02298,0.018319,0.00224,0.003917,-0.000355,cluster1,0
706,0.044843,-0.073449,-0.001711,-0.017797,-0.028411,0.061195,0.034708,0.02785,0.009031,0.009824,0.002377,0.035294,-0.011107,-0.005368,0.042058,0.00644,0.038194,0.00679,0.037695,cluster0,1
707,0.01891,0.013804,0.004307,-0.005613,-0.00285,-0.029626,0.01896,-0.001199,0.010838,-0.036495,-0.016789,0.024266,0.011503,0.008375,0.018096,-0.010783,-0.022808,0.031234,0.002894,cluster0,1
708,-0.001142,-0.012717,-0.011769,-0.038166,-0.013187,-0.013395,0.021894,-0.013477,-0.008825,0.018025,0.000169,0.004721,-0.02479,-0.007069,-0.018598,-0.002084,-0.044227,-0.010692,-0.008341,cluster0,1
709,-0.018958,0.019284,-0.002397,-0.001722,0.028341,-0.000503,0.005882,0.0069,-0.00654,-0.037066,-0.023644,-0.020427,-0.002321,-0.003577,0.03066,0.024159,0.020098,-0.010091,-0.013016,cluster1,0
710,-0.010219,-0.028373,0.012488,-0.01362,-0.003689,0.030892,-0.010871,0.034029,0.026598,0.008853,-0.023049,-0.002328,-0.01695,-0.019895,0.009564,0.013756,-0.025555,0.008045,0.034163,cluster0,1
711,-0.003646,0.029466,-0.003695,-0.007276,0.028351,-0.001973,-0.012142,0.021427,-0.012494,0.010416,-0.007306,-0.024025,-0.001604,-0.032028,0.046774,-0.001804,0.002283,-0.01312,0.051555,cluster1,0
712,0.005452,-0.005065,0.0128,-0.0163,-0.001092,-0.004175,-0.017658,0.006621,0.008035,-0.019942,-0.023305,0.01455,-0.02527,0.004404,-0.013364,-0.015013,-0.018188,0.014702,0.00355,cluster1,0
713,-0.014214,0.002277,-0.000659,-0.003609,-0.05134,-0.027219,0.019991,-0.035626,-0.0097,0.040868,0.008289,0.007528,0.004925,-0.013249,-0.012333,0.013645,-0.036767,-0.050121,-0.020631,cluster0,1
714,0.012316,0.007557,0.013693,-0.01943,-0.020261,-0.007731,0.006132,-0.005858,0.00667,-0.004474,-0.003825,0.010602,-0.017159,0.005548,-0.016042,0.001421,-0.019959,0.009649,0.019495,cluster1,0
715,-0.00016,0.006645,0.018207,0.024055,0.009045,0.014559,-0.051209,-0.008558,-0.041071,0.014218,-0.006174,-0.033475,0.007867,0.003601,0.028382,-0.000485,0.021057,0.004196,-0.02653,cluster0,1
716,0.001738,-0.010191,0.004641,0.002446,-0.002106,0.006495,0.014762,-0.014033,0.003718,0.022491,-0.027505,0.00895,0.017695,-0.009446,0.03162,-0.003553,-0.004467,0.011349,-0.003065,cluster1,0
717,0.056849,0.043079,0.006874,-0.00319,0.04745,-0.045262,-0.044125,-0.007772,0.030905,0.05481,0.033394,0.01087,0.033884,-0.013462,0.013658,-0.016827,0.026593,0.029184,-0.022167,cluster1,0
718,0.003077,-0.001444,0.005783,-0.000774,-0.004427,-0.017114,0.001425,-0.000075,-0.003777,-0.029779,-0.020957,0.026275,-0.004102,0.006246,-0.005637,-0.00666,-0.026804,0.006706,-0.025153,cluster1,0
719,0.015259,0.010323,0.018147,0.013634,-0.000773,-0.000013,0.020939,0.011025,-0.004424,0.004026,-0.017984,0.040702,0.02539,0.005023,-0.007035,0.00908,-0.000893,-0.003482,-0.015022,cluster1,0
720,0.024969,0.00637,-0.002842,-0.013041,-0.003816,-0.012011,0.041861,-0.011459,0.002728,-0.026461,0.001092,0.025059,0.004034,0.015534,-0.000434,-0.002248,-0.027372,0.048418,-0.012229,cluster0,1
721,0.00232,-0.017574,0.009517,-0.011582,-0.002236,0.034644,0.004444,0.000725,0.009007,0.017211,0.002709,0.022148,-0.031605,-0.002737,-0.034294,0.009418,-0.025337,0.018367,0.001833,cluster0,1
722,0.018033,0.008695,0.009423,-0.035107,-0.001452,-0.023048,0.007288,0.011826,-0.006174,-0.017699,-0.007252,0.020082,-0.016842,0.011167,-0.022714,-0.002823,-0.029236,0.010357,0.005878,cluster1,0
723,0.000319,-0.020749,0.023299,-0.030575,-0.02583,0.014205,-0.016165,-0.01629,-0.006042,-0.000559,-0.035193,-0.02857,-0.029807,0.025837,-0.023099,-0.012069,0.013973,0.013423,-0.019179,cluster0,1
724,0.009483,0.003056,0.016943,-0.010664,-0.010867,0.006968,0.016616,0.002914,0.000388,-0.00194,-0.00219,0.020588,-0.00139,0.005313,-0.017393,0.028687,-0.019504,0.018118,-0.005478,cluster1,0
725,0.005181,-0.002232,0.008817,-0.042685,-0.014904,-0.02484,0.003006,0.025342,0.017901,-0.014104,-0.014429,-0.002362,-0.01719,0.000523,-0.00471,0.001238,-0.030843,-0.006353,0.03138,cluster0,1
726,-0.000323,0.052163,0.00956,0.021626,0.036638,-0.002243,0.022294,-0.024981,0.000502,-0.011616,-0.040317,0.006126,0.006294,0.01706,-0.010224,-0.00934,0.082106,-0.044767,-0.025735,cluster1,0
727,-0.015339,-0.05162,-0.004737,-0.037411,-0.002281,-0.006584,-0.005271,-0.027924,0.019787,-0.032998,-0.009815,-0.011259,0.026528,-0.024882,-0.04101,-0.020429,0.000642,0.024959,0.080172,cluster0,1
728,-0.010107,0.017856,0.009875,0.021726,-0.006596,-0.014505,-0.04452,-0.014656,-0.025491,-0.043476,0.016083,-0.002006,-0.023914,0.01614,-0.009791,-0.017027,0.000522,-0.001976,-0.049123,cluster0,1
729,0.014141,-0.005256,-0.002618,0.004167,-0.028012,0.009791,0.021424,-0.049574,0.018575,0.035534,0.007534,0.012224,-0.011924,-0.001099,-0.0064,-0.026926,-0.00988,0.017802,0.004928,cluster0,1
730,0.032014,-0.065093,-0.010305,0.03325,-0.019243,0.008162,0.037733,-0.021857,0.010221,0.007666,0.001942,-0.021773,0.020123,0.044313,0.020405,0.009651,-0.068486,-0.015824,-0.003699,cluster0,1
731,-0.002311,-0.007335,0.015197,-0.009699,-0.013308,0.003412,0.00166,0.018162,0.010695,0.008714,-0.004362,0.015935,-0.000309,-0.006749,-0.005795,0.021462,-0.030155,0.001279,0.006123,cluster0,1
732,0.005135,-0.000847,0.014541,0.014341,-0.021219,0.015763,0.012629,-0.00472,-0.018673,0.02071,-0.008199,0.011746,0.025357,-0.011305,0.020424,0.023539,-0.020156,0.020979,-0.004842,cluster1,0
733,0.010336,0.047184,-0.000336,-0.025025,0.022921,-0.026233,0.00991,-0.000831,-0.02489,-0.012742,0.022518,-0.00022,-0.014468,0.007102,-0.011239,0.010389,0.000136,-0.007451,0.003378,cluster0,1
734,0.025403,-0.039196,-0.019068,-0.022611,-0.019373,0.029449,0.068099,0.053361,-0.015873,-0.002975,0.029751,-0.055603,0.011428,0.025745,-0.02432,0.000795,0.008804,-0.008883,-0.068295,cluster0,1
735,0.02625,0.01976,0.029001,0.033799,-0.013948,0.01076,0.000905,0.023216,-0.012443,0.026974,-0.000049,0.054204,0.019544,-0.001967,-0.037611,-0.007369,-0.005984,-0.01986,0.001064,cluster1,0
736,-0.014574,-0.026749,0.016152,0.030112,-0.028178,0.043203,0.010201,-0.007893,0.02825,0.026931,0.017186,0.027481,0.004881,-0.00483,-0.015636,0.034541,-0.027427,0.019142,-0.030172,cluster1,0
737,0.007685,-0.010175,0.0382,0.016506,-0.003567,0.044972,-0.012356,0.033336,0.015542,0.003003,-0.00325,0.032011,0.004669,0.005243,-0.0167,0.031573,-0.007875,0.03771,0.002638,cluster1,0
738,-0.009956,0.014025,0.016119,-0.009046,-0.0652,-0.009908,-0.085531,0.005683,-0.025401,-0.017169,0.032262,-0.04574,-0.059183,0.020099,-0.048452,-0.044173,0.00329,-0.005998,-0.01174,cluster0,1
739,-0.048469,-0.035279,-0.001974,-0.034607,0.039021,-0.013695,-0.018819,-0.025415,-0.004828,-0.037185,0.025979,-0.014769,0.040241,-0.00714,-0.053814,0.035388,0.019744,0.011632,-0.012657,cluster1,0
740,0.007619,-0.010055,0.003597,0.002021,-0.007438,0.012077,0.018247,0.007698,0.01157,0.004892,-0.005989,0.0225,-0.000971,-0.004938,-0.006296,-0.000919,-0.025482,0.012442,-0.000679,cluster0,1
741,-0.033756,-0.02624,-0.011085,0.006152,0.045542,-0.015217,-0.03591,-0.01845,0.019713,-0.024363,0.006567,0.00013,0.04331,-0.035624,-0.027559,-0.038176,0.031042,-0.015742,0.047139,cluster1,0
742,0.021843,0.00592,0.01049,-0.017302,-0.01838,-0.007875,0.01629,0.030241,-0.01967,0.007796,-0.023847,-0.011178,0.027726,-0.01529,0.041194,0.005197,-0.021586,0.013935,0.043516,cluster0,1
743,-0.009541,0.014577,-0.003134,-0.000562,0.025868,-0.00321,-0.029534,0.033946,-0.03508,-0.010913,-0.011094,-0.023868,0.000187,-0.027292,0.046371,-0.002807,-0.010761,-0.007917,0.014215,cluster1,0
744,-0.001946,0.012009,-0.000366,0.047909,0.010774,-0.009997,0.009613,0.003666,0.003752,0.007625,-0.0622,0.049166,0.021942,-0.024496,0.00269,-0.039847,0.008875,-0.068216,-0.011742,cluster1,0
745,0.000178,-0.005977,-0.007787,0.021091,0.012748,-0.011328,0.00681,0.015775,-0.006171,0.010417,-0.049016,0.031852,0.018258,-0.027639,0.019234,-0.034603,-0.016275,-0.041928,-0.008931,cluster0,1
746,-0.021797,-0.018148,0.019157,0.01929,-0.003945,0.028369,-0.01465,-0.010746,0.045867,0.010344,0.00194,0.040838,-0.018524,-0.006606,-0.017249,0.023414,-0.023168,0.011075,-0.010806,cluster1,0
747,0.021129,0.000964,0.013177,-0.001206,-0.007471,0.016346,0.017064,0.017861,-0.019417,0.011462,-0.011386,0.016337,0.012944,-0.005069,0.002122,0.007565,-0.016732,0.020479,0.009982,cluster1,0
748,0.006401,-0.023617,0.020022,0.024576,-0.034712,0.030211,-0.037306,0.000799,-0.047876,-0.045328,-0.033376,-0.012227,-0.005717,0.000779,0.031575,-0.011021,-0.02111,0.059319,-0.017604,cluster0,1
749,-0.00861,0.017562,-0.0113,-0.020355,0.035452,-0.004366,-0.003324,0.022657,-0.004793,-0.005009,-0.001265,-0.022437,-0.010487,-0.023272,0.038281,0.004921,-0.008963,-0.001502,0.029505,cluster1,0
750,-0.004108,-0.001977,0.015087,-0.003983,-0.04076,-0.038052,-0.013185,0.011555,0.046044,-0.024536,-0.005864,0.018277,-0.018584,0.009859,-0.030277,-0.022472,-0.024916,-0.041071,0.003497,cluster0,1
751,-0.013894,-0.007624,0.016296,0.019757,-0.014912,0.026475,-0.000393,-0.021076,0.023902,0.017395,0.002021,0.031782,-0.009865,-0.008133,-0.014485,0.025564,-0.020764,0.010133,-0.009152,cluster1,0
752,0.018077,0.008109,0.027089,0.024568,-0.028652,0.030367,0.004215,-0.001288,0.001781,0.025584,-0.003626,0.031278,-0.008228,0.00343,-0.045697,-0.00758,0.007804,-0.015187,0.010546,cluster1,0
753,0.028677,0.016642,0.00163,-0.011766,-0.016072,-0.022933,0.030978,0.000192,-0.01435,-0.002064,-0.008429,0.015452,0.013296,0.001717,0.004456,-0.014813,-0.02172,0.009223,0.012934,cluster0,1
754,-0.014889,0.016059,-0.00927,-0.028054,0.028116,-0.027054,-0.017491,0.021566,-0.025916,-0.01813,0.010657,-0.016706,-0.012362,-0.012763,0.023317,0.012252,-0.028589,-0.005999,-0.009504,cluster1,0
755,0.017493,0.011473,0.022267,-0.013751,-0.020413,0.005181,0.002643,-0.002137,0.011672,0.006941,0.003563,0.017012,-0.017775,0.006895,-0.025598,0.003168,-0.012709,0.014983,0.030619,cluster1,0
756,-0.011736,-0.012347,0.009794,0.006208,-0.012757,0.007906,-0.001107,0.006969,0.033186,0.003957,-0.019665,0.006381,0.006656,-0.018641,0.030861,0.012413,-0.024836,0.011072,0.022473,cluster1,0
757,0.039732,-0.013357,-0.023362,0.015116,0.010334,0.038143,0.064456,-0.025614,-0.003244,-0.004515,-0.002077,0.038026,-0.013445,0.009052,-0.023322,-0.047619,-0.013467,0.05464,-0.023276,cluster0,1
758,-0.004052,0.030015,0.005427,0.003336,0.03332,-0.007309,-0.02523,-0.001728,0.029295,-0.040576,0.01869,0.010401,-0.029658,0.013646,-0.008662,0.00614,-0.00133,0.025869,0.000655,cluster1,0
759,0.010456,0.054797,0.008692,0.032102,0.004952,-0.026633,0.006388,-0.008492,0.010895,-0.029616,0.025577,0.021888,0.013036,0.01249,0.000044,-0.006701,0.01456,-0.002688,-0.008406,cluster0,1
760,-0.015557,-0.017656,0.020347,0.03673,0.003438,0.021002,-0.004077,0.027468,0.00681,0.02902,-0.005752,0.05131,0.03224,-0.015014,-0.012941,0.036037,-0.029416,-0.014518,-0.054423,cluster1,0
761,0.009,-0.004917,0.022408,-0.004661,-0.022523,0.016829,0.00357,0.027593,-0.017082,0.026111,-0.000722,0.007486,0.016851,-0.010288,0.002652,0.029896,-0.026674,0.009683,0.012204,cluster1,0
762,-0.010427,-0.008958,-0.003826,0.023949,-0.042898,-0.005449,0.018115,-0.025532,0.029698,0.01901,-0.013109,-0.008186,0.026772,-0.027119,0.059639,-0.004265,-0.027532,0.004196,0.023299,cluster0,1
763,-0.008117,-0.01767,-0.017128,0.000693,0.004006,-0.016781,0.028523,-0.005537,0.002602,-0.007814,-0.013438,0.026254,0.014532,-0.010643,0.019162,-0.000116,-0.04794,0.009248,-0.043963,cluster0,1
764,-0.044799,-0.068988,0.030242,-0.009243,-0.10731,0.001228,-0.049021,-0.008723,0.059172,0.001961,-0.031751,-0.074657,-0.003983,0.030509,0.028668,-0.018231,0.022465,-0.012172,-0.030696,cluster0,1
765,0.038546,0.025791,0.014671,-0.020944,-0.015291,-0.003864,0.0187,-0.002121,-0.010083,-0.00281,-0.015856,0.000051,-0.001526,0.001702,0.013134,-0.013357,-0.003258,0.034497,0.061815,cluster1,0
766,-0.016101,-0.043453,0.000046,0.00675,-0.005419,0.010453,-0.001835,-0.055358,0.002997,-0.000394,0.010186,0.022576,0.046363,-0.027409,-0.058406,-0.013466,0.003418,0.021812,0.039812,cluster1,0
767,-0.001588,-0.002891,0.016952,0.006319,-0.011087,0.013111,0.009695,-0.008415,0.031404,-0.010798,0.003985,0.026162,0.000527,0.003709,0.003202,0.029149,-0.024556,0.04324,-0.000593,cluster1,0
768,-0.006026,-0.021127,-0.008097,0.012833,-0.004907,0.025165,0.019767,-0.023475,0.049698,-0.012185,-0.021155,0.013947,-0.022351,-0.009119,0.011338,-0.018308,-0.014972,0.026287,0.011946,cluster0,1
769,0.004545,-0.00995,0.006371,-0.037078,0.004246,-0.006337,-0.001106,0.038718,-0.002363,-0.004585,-0.029957,-0.004641,-0.005444,-0.014653,0.019391,0.006194,-0.031786,0.005771,0.033501,cluster1,0
770,-0.018342,0.019564,-0.003208,0.007053,0.022639,-0.011457,-0.013992,0.00091,0.054612,-0.051057,0.00775,0.00268,-0.033544,0.002668,0.005179,-0.010726,0.002777,-0.000232,0.009562,cluster0,1
771,0.000306,0.010335,0.033622,-0.060681,0.058716,-0.013376,-0.047411,0.024833,0.014477,0.040439,0.008863,-0.031922,0.00932,0.031292,0.019119,0.00415,0.035692,0.046473,-0.017449,cluster1,0
772,-0.00944,0.018942,-0.004621,-0.014475,0.014874,-0.017232,-0.01837,0.01155,0.004155,-0.020248,0.014515,-0.012703,-0.030944,-0.004462,-0.001318,-0.009923,-0.01091,-0.017646,0.009082,cluster0,1
773,0.00606,0.003339,-0.011571,-0.023575,-0.036045,0.005298,0.024393,-0.069897,-0.005568,0.040735,0.000776,-0.011179,-0.042412,-0.01374,-0.010345,-0.022185,-0.01918,-0.001666,0.035049,cluster0,1
774,-0.004118,0.028675,-0.007412,0.010587,0.021709,-0.036023,0.003064,-0.004866,0.040043,-0.035512,0.019354,0.021273,-0.01382,0.015435,-0.014135,-0.029597,0.006143,-0.021411,-0.02591,cluster0,1
775,0.048081,-0.009683,-0.072394,-0.04449,-0.014952,-0.005626,0.014548,0.001933,0.025059,-0.019546,-0.033575,0.015053,-0.040927,-0.026081,-0.024205,-0.012595,-0.000939,0.055122,-0.00404,cluster0,1
776,-0.002829,0.016933,0.003348,0.016992,0.044449,-0.000634,-0.011043,0.020842,0.032619,-0.038301,0.014343,0.019531,0.00247,0.000848,0.033028,0.002917,0.000891,0.032594,-0.000797,cluster1,0
777,-0.01653,-0.013129,0.007734,0.003499,-0.021144,0.022879,0.005803,-0.020325,0.00467,0.0304,-0.007472,0.003456,-0.001036,-0.022265,0.017502,0.031174,-0.027551,0.008858,0.006569,cluster1,0
778,-0.012108,0.029706,-0.000837,-0.01207,0.008984,-0.031742,-0.007928,-0.00648,0.022553,-0.050032,0.017948,-0.006832,-0.027638,0.012159,-0.000158,0.004205,-0.004901,-0.002746,-0.003321,cluster1,0
779,-0.103592,-0.003177,-0.063709,-0.01415,-0.072381,0.043223,0.064788,0.01067,0.058026,-0.04105,-0.037491,-0.022936,-0.013853,0.027839,0.026032,0.01652,0.095121,0.022326,-0.026942,cluster0,1
